employee_id,name,email,age,hire_date,job_title,department,salary,status,termination_date,seniority,phone,national_id,gender,grade,bonus
EMP0180,Lina Dupont,lina.dupont@company.ma,36,2010-04-26,Consultant,Legal,36019.46,Active,,23.8,0692000924,,M,A,2000.00
EMP0181,Bob Alami,bob.alami@company.ma,43,2012-02-21,Engineer,IT,42625.54,Active,,21.6,0645002007,,M,B,2000.00
EMP0182,Eve Müller,eve.müller@company.ma,25,2016-10-09,Director,Legal,21303.43,Active,,15.2,0618338186,,M,A,2000.00
EMP0183,Grace Cohen,grace.cohen@company.ma,46,2016-12-22,Director,HR,16171.42,Active,,15.8,0674180488,,F,A,2000.00
EMP0184,Jalil Müller,jalil.müller@company.ma,26,2019-04-30,Consultant,Legal,38547.33,Active,,13.1,0689968863,,M,B,2000.00
EMP0185,Lina Müller,lina.müller@company.ma,26,2011-10-02,Analyst,HR,41406.86,Active,,19.8,0686866717,,F,B,2000.00
EMP0186,Imane Benali,imane.benali@company.ma,42,2012-08-10,Engineer,Finance,41258.91,Inactive,,20.3,0670858653,,F,B,2000.00
EMP0187,Jalil Martin,jalil.martin@company.ma,30,2022-07-14,Developer,Finance,22650.1,Active,,9.2,0639246218,,F,A,2000.00
EMP0188,Frank Smith,frank.smith@company.ma,48,2022-02-20,Engineer,Finance,18622.36,Active,,10.5,0628176954,,M,C,2000.00
EMP0189,Grace Benali,grace.benali@company.ma,34,2018-06-20,Developer,Legal,40358.49,Active,,14.1,0697715861,,M,A,2000.00
EMP0190,Imane Alami,imane.alami@company.ma,45,2021-11-11,Analyst,Finance,44204.16,Active,,8.2,0683074216,,M,B,2000.00
EMP0191,Diana Kim,diana.kim@company.ma,35,2020-05-01,Director,Operations,42684.18,Active,,13.1,0614324134,,M,B,2000.00
EMP0192,Alice Kim,alice.kim@company.ma,48,2014-08-16,Consultant,Finance,24518.32,Active,,19.2,0616533225,,F,A,2000.00
EMP0193,Diana Cohen,diana.cohen@company.ma,48,2014-11-15,Consultant,IT,16663.98,Active,,17.6,0652802529,,F,B,2000.00
EMP0194,Frank Kim,frank.kim@company.ma,44,2016-10-08,Manager,Marketing,19118.54,Inactive,,12.7,0689412216,,F,A,2000.00
EMP0195,Alice Müller,alice.müller@company.ma,27,2018-07-20,Developer,Marketing,23105.59,Active,,15.5,0660527631,,F,B,2000.00
EMP0196,Diana Torres,diana.torres@company.ma,30,2013-03-28,Consultant,Marketing,43808.09,Active,,13.1,0681134297,,F,A,2000.00
EMP0197,Diana Müller,diana.müller@company.ma,31,2011-10-10,Analyst,HR,34809.63,Active,,14.6,0616917129,,M,A,2000.00
EMP0198,Jalil Martin,jalil.martin@company.ma,42,2011-08-20,Developer,Legal,28677.47,Inactive,2025-05-05,14.7,0654689713,,M,A,2000.00
EMP0199,Diana Smith,diana.smith@company.ma,40,2020-09-28,Developer,Operations,22675.39,Inactive,2024-09-02,5.6,0653166435,,M,A,2000.00
EMP0200,Kenza Müller,kenza.müller@company.ma,39,2016-12-01,Consultant,Marketing,25242.15,Active,,9.4,0652980983,,F,C,2000.00
EMP0201,Alice Rousseau,alice.rousseau@company.ma,44,2014-12-18,Director,HR,42586.06,On Leave,,11.4,0666046380,,M,B,2000.00
EMP0202,Diana Alami,diana.alami@company.ma,40,2022-10-12,Consultant,Legal,42908.19,On Leave,,3.6,0644537812,,M,A,2000.00
EMP0203,Lina Müller,lina.müller@company.ma,45,2013-10-18,Engineer,Operations,41925.28,On Leave,,12.5,0617882882,,F,A,2000.00
EMP0204,Bob Martin,bob.martin@company.ma,32,2010-02-22,Developer,Operations,10514.81,On Leave,,16.2,0611226946,,F,B,2000.00
EMP0205,Alice Rousseau,alice.rousseau@company.ma,29,2023-10-30,Analyst,Finance,27691.86,On Leave,,2.5,0611590610,,M,B,2000.00
EMP0206,Imane Torres,imane.torres@company.ma,28,2010-05-21,Manager,Finance,NC,On Leave,,15.9,0629984682,,F,B,2000.00
EMP0207,Eve Müller,eve.müller@company.ma,33,2015-12-30,Director,Marketing,Confidentiel,On Leave,,10.3,0640314047,,M,A,2000.00
EMP0208,Kenza Martin,kenza.martin@company.ma,33,2012-02-05,Engineer,HR,,On Leave,,14.2,0611268380,,F,A,2000.00
EMP0209,Grace Müller,grace.müller@company.ma,47,2022-09-10,Analyst,Operations,NC,On Leave,2025-12-09,3.6,0673820568,,M,A,2000.00
EMP0210,Kenza Torres,kenza.torres@company.ma,26,2022-03-07,Manager,IT,NC,On Leave,,4.2,0688790652,,F,A,2000.00
EMP0211,Eve Dupont,eve.dupont@company.ma,40,2022-08-25,Engineer,Legal,Confidentiel,On Leave,2024-12-05,3.7,0628783850,,M,B,2000.00
EMP0212,Frank Martin,frank.martin@company.ma,31,2012-03-11,Analyst,IT,,On Leave,,14.1,0689941241,,M,C,2000.00
EMP0213,Eve Benali,eve.benali@company.ma,41,2021-01-02,Consultant,Marketing,NC,On Leave,,5.3,0688634827,,M,A,2000.00
EMP0214,Eve Kim,eve.kim@company.ma,47,2011-08-26,Manager,Marketing,Voir RH,On Leave,,14.7,0630706693,,M,C,2000.00
EMP0215,Bob Martin,bob.martin@company.ma,31,2016-11-30,Director,Finance,Voir RH,On Leave,,9.4,0667845091,,M,B,2000.00
EMP0216,Grace Smith,grace.smith@company.ma,47,2010-08-04,Consultant,Finance,Voir RH,On Leave,,15.7,0661705758,,M,C,2000.00
EMP0217,Bob Cohen,bob.cohen@company.ma,25,2015-06-12,Manager,Legal,,On Leave,2024-05-22,10.9,0650417154,,M,A,2000.00
EMP0218,Charlie Alami,charlie.alami@company.ma,32,2016-03-10,Engineer,Finance,Voir RH,On Leave,,10.1,0693890601,,M,B,2000.00
EMP0219,Hassan Smith,hassan.smith@company.ma,37,2013-01-14,Engineer,IT,TBD,On Leave,,13.3,0654230340,,M,C,2000.00
EMP0220,Kenza Rousseau,kenza.rousseau@company.ma,37,2013-01-20,Consultant,Legal,Confidentiel,On Leave,,13.3,0633842070,,M,C,2000.00
EMP0221,Lina Benali,lina.benali@company.ma,40,2022-12-01,Engineer,IT,TBD,Active,,3.4,0658991556,,M,B,2000.00
EMP0222,Imane Dupont,imane.dupont@company.ma,50,2022-05-04,Developer,Operations,TBD,Active,,4.0,0619282319,,M,A,2000.00
EMP0223,Eve Kim,eve.kim@company.ma,44,2015-09-01,Engineer,Finance,Voir RH,Active,,10.7,0674321792,,F,A,2000.00
EMP0224,Lina Alami,lina.alami@company.ma,49,2022-03-12,Developer,HR,Confidentiel,Active,,4.1,0624679315,,F,C,2000.00
EMP0225,Jalil Martin,jalil.martin@company.ma,33,2022-08-19,Engineer,Finance,NC,Active,,3.7,0639796480,,F,B,2000.00
EMP0226,Lina Rousseau,lina.rousseau@company.ma,31,2014-12-16,Engineer,Marketing,36576.66,Active,,11.4,0677171380,,F,C,2000.00
EMP0227,Hassan Smith,hassan.smith@company.ma,32,2016-08-17,Analyst,Legal,13241.98,Active,,9.7,0656045630,,M,B,2000.00
EMP0228,Frank Benali,frank.benali@company.ma,31,2012-03-10,Director,Finance,19109.77,Active,,14.1,0625446483,,M,C,2000.00
EMP0229,Kenza Dupont,kenza.dupont@company.ma,28,2015-06-22,Consultant,Operations,20246.62,Active,,10.9,0672015859,,F,A,2000.00
EMP0230,Charlie Alami,charlie.alami@company.ma,50,2018-11-15,Manager,Marketing,29911.52,Inactive,,7.5,0638829445,,F,C,2000.00
EMP0231,Bob Rousseau,bob.rousseau@company.ma,27,2012-04-13,Director,IT,9999,Active,,14.0,0645212476,,M,B,2000.00
EMP0232,Frank Rousseau,frank.rousseau@company.ma,33,2018-09-19,Analyst,IT,9999,Inactive,2025-10-16,7.6,0633156250,,M,B,2000.00
EMP0233,Kenza Dupont,kenza.dupont@company.ma,46,2017-01-09,Director,Finance,9999,Active,,9.3,0628972822,,F,A,2000.00
EMP0234,Charlie Rousseau,charlie.rousseau@company.ma,32,2018-08-10,Engineer,Legal,9999,Active,,7.7,0633251181,,F,B,2000.00
EMP0235,Charlie Dupont,charlie.dupont@company.ma,31,2017-01-21,Analyst,IT,9999,Inactive,2025-07-13,9.3,0636189702,,M,B,2000.00
EMP0236,Hassan Alami,hassan.alami@company.ma,32,2021-01-11,Engineer,Operations,9999,Active,,5.3,0639598969,,M,A,2000.00
EMP0237,Imane Torres,imane.torres@company.ma,30,2013-10-09,Developer,Marketing,9999,Inactive,2024-04-25,12.6,0625328557,,M,B,2000.00
EMP0238,Frank Cohen,frank.cohen@company.ma,31,2010-12-07,Manager,Marketing,9999,Inactive,2025-10-31,15.4,0649957816,,M,A,2000.00
EMP0239,Bob Benali,bob.benali@company.ma,40,2012-08-19,Developer,HR,9999,Active,,13.7,0691907952,,M,B,2000.00
EMP0240,Diana Kim,diana.kim@company.ma,25,2011-05-02,Consultant,IT,9999,Active,,15.0,0653440052,,M,C,2000.00
EMP0241,Imane Smith,imane.smith@company.ma,32,2013-01-15,Director,Legal,9999,Active,,13.3,0643511112,,F,C,4806.44
EMP0242,Kenza Alami,kenza.alami@company.ma,44,2020-12-23,Developer,IT,9999,Inactive,2025-05-26,5.4,0620135622,,M,A,2842.73
EMP0243,Eve Müller,eve.müller@company.ma,29,2020-03-13,Consultant,Finance,9999,Active,,6.1,0671532017,,M,A,4038.16
EMP0244,Grace Kim,grace.kim@company.ma,41,2019-08-21,Director,IT,9999,Active,,6.7,0683458776,,F,B,1217.17
EMP0245,Hassan Müller,hassan.müller@company.ma,49,2011-02-01,Developer,Marketing,9999,Active,,15.2,0669228397,,M,A,2943.86
EMP0246,Grace Kim,grace.kim@company.ma,37,2012-12-16,Director,Finance,9999,Active,,13.4,0621062296,,M,B,2315.38
EMP0247,Kenza Torres,kenza.torres@company.ma,32,2015-04-03,Developer,Finance,9999,Active,,11.1,0620460758,,F,B,2072.31
EMP0248,Kenza Benali,kenza.benali@company.ma,51,2010-03-18,Analyst,Marketing,9999,Active,,16.1,0619506414,,F,A,4475.29
EMP0249,Bob Smith,bob.smith@company.ma,34,2017-01-10,Manager,Marketing,9999,Active,,9.3,0696110892,,F,A,3485.01
EMP0250,Alice Rousseau,alice.rousseau@company.ma,31,2013-09-06,Developer,Operations,9999,Active,,12.6,0665258766,,F,A,1989.8
EMP0251,Bob Smith,bob.smith@company.ma,45,2013-02-20,Developer,Marketing,21006.82,Inactive,,13.2,0628767690,,F,C,1821.08
EMP0252,Diana Cohen,diana.cohen@company.ma,38,2023-06-25,Developer,IT,15601.49,Active,,2.9,0678386961,,F,A,4776.39
EMP0253,Alice Kim,alice.kim@company.ma,34,2021-02-06,Manager,Marketing,31609.05,Active,,5.2,0680905413,,M,C,3282.26
EMP0254,Charlie Alami,charlie.alami@company.ma,32,2022-10-01,Consultant,Legal,14392.5,Active,,3.6,0619796799,,M,B,2636.86
EMP0255,Eve Kim,eve.kim@company.ma,48,2010-11-23,Consultant,IT,31257.12,Active,,15.4,0665758338,,M,A,3026.01
EMP0256,Imane Cohen,imane.cohen@company.ma,44,2023-10-26,Analyst,IT,10923.8,Active,,2.5,0630854365,,F,C,2000.00
EMP0257,Kenza Smith,kenza.smith@company.ma,31,2016-12-15,Analyst,Operations,11189.87,Active,,9.4,0625567455,,M,B,2000.00
EMP0258,Eve Dupont,eve.dupont@company.ma,50,2012-09-05,Developer,Finance,14061.81,Active,,13.7,0680196591,,F,C,2000.00
EMP0259,Charlie Torres,charlie.torres@company.ma,50,2012-08-25,Engineer,IT,27382.61,Active,,13.7,0687396877,,M,A,2000.00
EMP0260,Frank Martin,frank.martin@company.ma,25,2021-03-16,Director,Operations,17439.29,Active,,5.1,0687029205,,M,B,2000.00
EMP0261,Alice Martin,not-email,40,2025-06-01,Engineer,IT,22170.24,Inactive,2025-07-21,16.1,0634019729,,M,B,2000.00
EMP0262,Lina Alami,missingat.com,36,2025-06-01,Engineer,Legal,19837.6,Inactive,2024-01-01,11.3,0686710258,,M,A,2000.00
EMP0263,Alice Dupont,noatsign,28,2025-06-01,Engineer,Finance,40448.68,Inactive,,11.3,0651701149,,M,A,2000.00
EMP0264,Alice Müller,user@,38,2025-06-01,Director,Legal,31040.55,Inactive,2024-01-01,11.8,0689415412,,M,B,2000.00
EMP0265,Imane Kim,@nodomain.com,51,2025-06-01,Analyst,Operations,28037.17,Inactive,2024-01-01,13.0,0611287794,,M,A,2000.00
EMP0266,Grace Torres,double@@domain.com,42,2025-06-01,Manager,Marketing,26205.07,Inactive,2024-01-01,14.0,0647557512,,M,A,2000.00
EMP0267,Imane Alami,spaces @email.com,30,2025-06-01,Consultant,Finance,26700.83,Inactive,,8.0,0662928934,,M,B,2000.00
EMP0268,Grace Dupont,no_tld@domain,38,2025-06-01,Director,Marketing,33926.85,Inactive,2024-01-01,11.0,0652688984,,M,C,2000.00
EMP0269,Diana Dupont,.bad@domain.com,46,2025-06-01,Analyst,Operations,24633.97,Inactive,2024-01-01,3.2,0664561191,,M,B,2000.00
EMP0270,Diana Benali,end.@domain.com,30,2025-06-01,Analyst,Finance,13831.77,Inactive,,9.4,0650831043,,F,A,2000.00
EMP0271,Frank Dupont,a,40,2012-01-18,Engineer,HR,9811.17,Active,,14.3,0644918995,,F,A,2000.00
EMP0272,Hassan Cohen,b@,40,2022-05-04,Engineer,Finance,37744.18,Active,,4.0,0626301180,,M,A,2000.00
EMP0273,Diana Dupont,@c,33,2014-06-12,Developer,Legal,42690.27,Active,,11.9,0688158177,,F,C,2000.00
EMP0274,Bob Martin,d@.com,42,2011-06-13,Manager,Finance,41487.88,Active,,14.9,0626445384,,M,A,2000.00
EMP0275,Jalil Alami,e@f,29,2018-11-10,Engineer,Legal,23786.57,Active,,7.5,0638818707,,F,C,2000.00
EMP0276,Zara El Idrissi,x275@external.net,40,2023-10-10,Engineer,Marketing,40662.81,Active,,2.6,0618184472,,M,C,2000.00
EMP0277,Zara El Idrissi,x276@external.net,40,2021-10-17,Analyst,Marketing,36930.88,Inactive,2025-01-02,4.5,0683083942,,M,C,2000.00
EMP0278,Zara El Idrissi,x277@external.net,39,2018-09-17,Analyst,IT,30093.31,Active,,7.6,0647706144,,M,A,2000.00
EMP0279,Zara El Idrissi,x278@external.net,46,2013-07-31,Developer,Operations,17861.5,Active,,12.8,0639448924,,F,A,2000.00
EMP0280,Zara El Idrissi,x279@external.net,37,2015-04-22,Consultant,Finance,34027.76,Active,,11.0,0686188876,,F,B,2000.00
EMP0281,Zara El Idrissi,x280@external.net,37,2022-02-28,Engineer,Finance,11339.52,Active,,4.2,0690753812,,F,A,2000.00
EMP0282,Zara El Idrissi,x281@external.net,42,2023-10-10,Director,Legal,14566.02,Active,,2.6,0617993466,,M,B,2000.00
EMP0283,Zara El Idrissi,x282@external.net,34,2021-10-21,Director,Legal,42851.16,Active,,4.5,0688653825,,M,C,2000.00
EMP0284,Zara El Idrissi,x283@external.net,29,2019-10-19,Manager,Legal,900000,Active,,6.5,0692370625,,M,B,2000.00
EMP0285,Zara El Idrissi,x284@external.net,38,2016-11-18,Manager,Legal,905000,Active,,9.4,0686884584,,M,B,2000.00
EMP0286,Zara El Idrissi,x285@external.net,41,2023-09-18,Analyst,Marketing,910000,Inactive,2024-03-20,2.6,0656548066,,M,B,2000.00
EMP0287,Zara El Idrissi,x286@external.net,50,2020-01-07,Manager,Operations,915000,Active,,6.3,0644448045,,M,A,2000.00
EMP0288,Zara El Idrissi,x287@external.net,32,2013-09-24,Engineer,IT,920000,Active,,12.6,0674355957,,F,B,2000.00
EMP0289,Zara El Idrissi,x288@external.net,50,2016-08-12,Director,Finance,925000,Active,,9.7,0660393104,,F,A,2000.00
EMP0290,Zara El Idrissi,x289@external.net,29,2023-04-29,Engineer,Legal,930000,Active,,3.0,0631086112,,M,A,2000.00
EMP0291,Zara El Idrissi,x290@external.net,27,2022-06-06,Developer,IT,935000,Active,,3.9,0616661956,,M,B,2000.00
EMP0292,Zara El Idrissi,x291@external.net,35,2011-03-23,Engineer,Finance,940000,Active,,15.1,0693898287,,F,A,2000.00
EMP0293,Zara El Idrissi,x292@external.net,38,2013-10-31,Engineer,Finance,945000,Active,,12.5,0673209094,,M,C,2000.00
EMP0294,Zara El Idrissi,x293@external.net,34,2014-02-23,Director,Operations,950000,Active,,12.2,0669020960,,M,C,2000.00
EMP0295,Zara El Idrissi,x294@external.net,44,2011-05-20,Analyst,Legal,955000,Active,,14.9,0665564347,,F,B,2000.00
EMP0296,Grace Cohen,grace.cohen@company.ma,27,2019-05-23,Consultant,Operations,990000,Active,,6.9,0662989744,,M,B,2000.00
EMP0297,Imane Rousseau,imane.rousseau@company.ma,44,2023-11-30,Engineer,Operations,991000,Active,,2.4,0638439415,,F,B,2000.00
EMP0298,Bob Alami,bob.alami@company.ma,44,2014-07-13,Director,IT,992000,Inactive,2025-08-07,11.8,0662089786,,F,A,2000.00
EMP0299,Eve Cohen,eve.cohen@company.ma,50,2020-04-11,Consultant,HR,993000,Inactive,,6.1,0630084652,,F,B,2000.00
EMP0300,Bob Smith,bob.smith@company.ma,46,2022-08-15,Consultant,IT,994000,Active,,3.7,0661411224,,M,B,2000.00
